@relation ForestFireNormalizado

@attribute BMean numeric
@attribute GMean numeric
@attribute RMean numeric
@attribute BDesEst numeric
@attribute GDesEst numeric
@attribute RDesEst numeric
@attribute Brillo numeric
@attribute Saturacion numeric
@attribute IsFire {H,N,I}

@data
0.352157888,0.392069761,0.351538962,0.472967127,0.093309163,0.214591029,0.243310973,0.47318815,H
0.325135797,0.524221362,0.324491055,0.754118068,0.194199602,0.420570969,0.548080494,0.754118068,I
0.265649456,0.549043427,0.264947884,0.794322916,0.27752429,0.464387936,0.669690592,0.794322916,I
0.215020686,0.259227191,0.214270744,0.279419745,0.11758839,0.338472794,0.357870847,0.312630841,H
0.181742403,0.244136883,0.180960668,0.285149698,0.125800015,0.584532394,0.499453427,0.334003298,H
0.146563183,0.249710958,0.14574784,0.366742606,0.104669812,0.719428566,0.602210757,0.39500578,I
0.183596677,0.220928738,0.182816714,0.261272294,0.10252599,0.538110534,0.478349576,0.302680311,H
0.271157018,0.350705397,0.270460707,0.27313128,0.196003037,0.542811501,0.46794729,0.387223288,N
0.222291311,0.284770087,0.221548316,0.179832685,0.197941129,0.402102647,0.532942898,0.299262868,N
0.182274761,0.260867143,0.181493536,0.165654669,0.163803238,0.529267482,0.609519741,0.28003754,N
0.194319805,0.308834766,0.193550087,0.284629754,0.214952514,0.79692575,0.613218286,0.371908871,N
0.166538568,0.235245773,0.165742308,0.218669557,0.119792196,0.566058639,0.614795129,0.299489261,N
0.167522787,0.280743516,0.166727468,0.284815281,0.146020072,0.735096231,0.592276878,0.356601364,I
0.148823805,0.221527833,0.148010621,0.134797714,0.109519832,0.397907524,0.619961204,0.245327807,N
0.181380991,0.232891887,0.180598911,0.093507504,0.132943186,0.159692372,0.626026451,0.231698322,N
0.228226252,0.346189594,0.227488927,0.196048082,0.198958764,0.261196416,0.487270573,0.344627071,N
0.196068147,0.301169791,0.195300099,0.148796915,0.190477067,0.233119809,0.556042886,0.299518234,N
0.17973037,0.284201424,0.178946713,0.134771619,0.185711699,0.231908273,0.586103086,0.282504113,N
0.193060806,0.294168032,0.192289884,0.145400385,0.200036681,0.241951397,0.564053243,0.292485923,N
0.229797902,0.366851105,0.229062078,0.230548303,0.223078348,0.325086758,0.493655925,0.365460776,N
0.221064817,0.3609972,0.220320649,0.188377062,0.17451169,0.205812962,0.517169475,0.359469315,N
0.199200926,0.330940803,0.198435871,0.156193383,0.14834952,0.157959628,0.544479416,0.329341052,N
0.244660788,0.373295111,0.243939163,0.190238506,0.14819319,0.161054819,0.500004776,0.371796631,N
0.177857501,0.115592424,0.177072055,0.084011104,0.122045178,0.202090131,0.587965275,0.175104396,H
0.265270988,0.239874204,0.264569053,0.24100412,0.138909687,0.20323455,0.142128412,0.266653626,H
0.292473129,0.274352675,0.291797183,0.275762609,0.125857525,0.154611659,0.083697839,0.293573154,H
0.23498537,0.202169548,0.234254502,0.196174149,0.082978168,0.122956463,0.185245106,0.234695033,H
0.242629308,0.205158234,0.241905743,0.187408425,0.115676122,0.202996662,0.252387973,0.24019327,H
0.327200994,0.305750179,0.326558226,0.299992863,0.139514705,0.179356645,0.093935922,0.325727141,H
0.321228352,0.30525464,0.320579878,0.286182843,0.140922669,0.200769132,0.129290851,0.321035009,H
0.254195492,0.23176564,0.253482976,0.187369882,0.164807619,0.223419895,0.297030737,0.25415966,N
0.188167227,0.130137535,0.18739163,0.098465171,0.148317321,0.189466423,0.539678776,0.185448647,H
0.24392637,0.208748153,0.243204044,0.197520636,0.166637868,0.230576505,0.231174651,0.241899238,H
0.242747574,0.203838285,0.242024121,0.185136489,0.158840511,0.223968578,0.271666208,0.24055012,H
0.277936242,0.257730024,0.277246408,0.247936585,0.125303279,0.181714318,0.131772345,0.277862942,H
0.259173386,0.216397449,0.258465627,0.181277708,0.138592427,0.214261349,0.327472298,0.256702915,H
0.247123339,0.205155367,0.246404068,0.187117882,0.12583227,0.181994869,0.258743863,0.244602547,H
0.319837381,0.314121434,0.319187578,0.344701819,0.189663632,0.458829006,0.208527114,0.374508677,H
0.282254676,0.262024533,0.281568967,0.240512884,0.174224324,0.267350002,0.208906835,0.285406072,H
0.1518665,0.111989894,0.151056223,0.162709576,0.133204046,0.3583781,0.516861643,0.203151149,I
0.174843034,0.154132449,0.174054708,0.176361604,0.195051257,0.535219021,0.556228675,0.239224408,I
0.314149431,0.29600876,0.313494194,0.342179108,0.263834322,0.338405831,0.198231067,0.360602228,H
0.331847173,0.322492308,0.331208843,0.355939829,0.303134081,0.370854304,0.165653898,0.369161302,H
0.307308222,0.287069112,0.306646449,0.28593269,0.316993509,0.402935991,0.185055039,0.320808584,H
0.28869011,0.283352061,0.28801055,0.268911916,0.250770615,0.329439864,0.166134816,0.301246126,H
0.265612643,0.309696886,0.264911035,0.386116757,0.193581154,0.579327839,0.283016337,0.399545746,I
0.216221255,0.238159356,0.215472461,0.232533326,0.179184559,0.270606747,0.222783659,0.256799962,N
0.238894318,0.253322914,0.238167184,0.268729046,0.262702684,0.312720383,0.286921365,0.289030271,H
0.179164019,0.198213909,0.178379821,0.212497329,0.235706144,0.440598398,0.434663322,0.240004506,N
0.217906968,0.278975355,0.217159784,0.363056675,0.296040617,0.532422707,0.43464322,0.369980569,I
0.309325348,0.359649801,0.308665502,0.437803253,0.411944028,0.52699419,0.324374114,0.439294421,N
0.222731078,0.274755471,0.221988503,0.307389186,0.233669102,0.369558753,0.312660016,0.316057981,N
0.18113323,0.220126213,0.180350914,0.204060884,0.183145059,0.351976794,0.351798537,0.236745701,N
0.177736803,0.212183087,0.176951241,0.191746379,0.189719276,0.368078921,0.349875224,0.227131462,N
0.150102659,0.177703965,0.149290697,0.148606442,0.151036556,0.269723366,0.347789298,0.185391151,N
0.176327009,0.219735474,0.175540101,0.49094542,0.24732602,0.536669091,0.663908384,0.49094542,H
0.294610808,0.315632061,0.293936904,0.590816736,0.128479771,0.301779413,0.507561227,0.590816736,H
0.36598656,0.339384024,0.365380846,0.547488295,0.067947184,0.163419884,0.379932012,0.547488295,H
0.399275775,0.344156425,0.398701864,0.487102663,0.041526664,0.09677842,0.290276624,0.487102663,H
0.398965998,0.343092592,0.398391791,0.472964316,0.058208328,0.084217922,0.274857157,0.474793835,H
0.391591272,0.335086173,0.39101002,0.441744526,0.070113574,0.053874161,0.247467267,0.44534415,H
0.379956151,0.326376279,0.379363783,0.416873355,0.044808947,0.068533485,0.223859145,0.420835628,H
0.35806763,0.294942758,0.35745435,0.352367614,0.042741432,0.082274214,0.205708675,0.370753785,H
0.073737872,0.251781832,0.072852954,0.654551815,0.18213785,0.629518639,0.895725137,0.654551815,I
0.123547022,0.31725212,0.12270969,0.745924989,0.206680924,0.572021015,0.845053812,0.745924989,I
0.245622896,0.335641714,0.244902191,0.715887022,0.211681822,0.391551526,0.672415271,0.715887022,H
0.318213552,0.37389738,0.317562197,0.730951541,0.097540687,0.207209512,0.558577816,0.730951541,H
0.334803932,0.328057981,0.334168427,0.590003776,0.086243307,0.159014059,0.455680871,0.590003776,H
0.333904829,0.303558613,0.333268465,0.518433771,0.05356415,0.133477987,0.413059278,0.518433771,H
0.340456166,0.33672039,0.339826061,0.600734337,0.072869274,0.228295889,0.446869624,0.600734337,H
0.284816435,0.26246485,0.284133173,0.441852967,0.131531182,0.183737351,0.405666125,0.441852967,H
0.08547917,0.169610274,0.084605469,0.506977439,0.229033687,0.584345836,0.860913016,0.506977439,I
0.08344295,0.232759189,0.082567304,0.665904608,0.205361065,0.470111015,0.887682443,0.665904608,I
0.094094508,0.382500128,0.093229038,0.858227259,0.176211593,0.408180854,0.891687486,0.858227259,I
0.114396253,0.427828253,0.113550178,0.920722126,0.190549082,0.138713808,0.872659588,0.920722126,I
0.180804489,0.350102826,0.180021858,0.772798262,0.161903747,0.310749935,0.75079611,0.772798262,I
0.220201091,0.312824143,0.219456099,0.693655861,0.114314171,0.255034628,0.672579302,0.693655861,H
0.195954151,0.336516135,0.195185993,0.774907371,0.204515131,0.279655068,0.742031549,0.774907371,I
0.147085301,0.29931946,0.146270456,0.720008838,0.193105333,0.500743665,0.797026882,0.720008838,I
0.136663654,0.334570088,0.135838853,0.68647855,0.34713187,0.54384778,0.834958486,0.68647855,I
0.076330327,0.18526606,0.075447886,0.587043624,0.202431741,0.577588485,0.885674973,0.587043624,I
0.040796591,0.38683971,0.039880201,0.878223905,0.121786605,0.282313114,0.954568855,0.878223905,I
0.05212578,0.302993598,0.051220215,0.797809103,0.135170736,0.377158953,0.937586612,0.797809103,I
0.048516608,0.273285479,0.047607595,0.740636181,0.120609019,0.472710503,0.940576933,0.740636181,I
0.048548372,0.192968714,0.047639389,0.604678012,0.167163545,0.556877462,0.936485224,0.604678012,I
0.055749702,0.161149128,0.054847598,0.487671229,0.165594082,0.719597725,0.917578259,0.487671229,I
0.034888799,0.045373088,0.033966765,0.215734154,0.145222474,0.406950857,0.912924467,0.215734154,N
0.978949354,0.963974945,0.978929243,0.966310278,0.018161091,0.024921971,0.014945733,0.978878862,H
0.974135881,0.955157147,0.974111171,0.958610782,0.03277931,0.039348416,0.018965373,0.97404927,H
0.96523582,0.943570881,0.965202607,0.947943371,0.066432067,0.069980843,0.022009655,0.965119405,H
0.95946889,0.935856523,0.959430168,0.939958068,0.05724784,0.061448219,0.0240948,0.959333164,H
0.934609469,0.90792127,0.934546998,0.913224201,0.090010752,0.093960345,0.028258184,0.934390497,H
0.904208773,0.8746888,0.904117258,0.882445076,0.179473035,0.181593536,0.032835886,0.903890789,H
0.880698974,0.847086066,0.880584998,0.856311657,0.200580409,0.203350063,0.038554145,0.880316621,H
0.771656051,0.727389721,0.7714379,0.738760722,0.36855164,0.372238067,0.058445278,0.770892196,H
0.654573226,0.633375223,0.654243217,0.650929608,0.418841291,0.415721436,0.03974238,0.657016833,H
0.647355353,0.628683931,0.647018449,0.646866709,0.381078909,0.378697516,0.039360129,0.651795076,H
0.701455791,0.681917614,0.701170573,0.698007087,0.419395108,0.412057568,0.036865263,0.705419988,H
0.714735264,0.69212334,0.714462732,0.703003021,0.507944651,0.516371986,0.039514804,0.715705041,H
0.709666963,0.689706891,0.709389589,0.701916191,0.442181973,0.447979674,0.037689306,0.711937622,H
0.539598685,0.532623323,0.539158834,0.542184794,0.404313874,0.416124777,0.051233067,0.5484467,H
0.364761396,0.355025686,0.364154511,0.352353075,0.310230074,0.342243635,0.078481357,0.369837664,N
0.301206112,0.284797698,0.300538509,0.278982288,0.19798702,0.238725108,0.111540369,0.30401096,N
0.360678684,0.350230964,0.360067899,0.351414894,0.14631272,0.180640114,0.063971165,0.364834178,N
0.335472837,0.314001716,0.334837971,0.315283705,0.172166357,0.217643248,0.090633925,0.336215253,N
0.330216764,0.315225765,0.329576876,0.311658227,0.187303972,0.238650406,0.100349643,0.335046116,N
0.2791914,0.265704393,0.278502765,0.253138448,0.22513303,0.286268766,0.157171463,0.287155055,N
0.257626273,0.27308642,0.256917035,0.250635615,0.169874195,0.258418225,0.188521631,0.286067454,N
0.233991808,0.224280195,0.233259991,0.202201889,0.119166776,0.194934959,0.200556647,0.243189032,N
0.265781483,0.296001942,0.265080036,0.266564953,0.191060937,0.330654816,0.218091663,0.306938608,N
0.261156328,0.291696687,0.260450462,0.266863319,0.202838057,0.345903923,0.23249578,0.305729187,N
0.274318061,0.250520054,0.27362477,0.2410449,0.11977143,0.167297543,0.13647918,0.274386842,N
0.299199287,0.294393627,0.298529766,0.280982008,0.216734454,0.313473303,0.15268378,0.313266321,N
0.285336194,0.297193097,0.284653429,0.271145419,0.171073115,0.247153954,0.149984651,0.306564246,N
0.228741397,0.205279268,0.228004564,0.183491329,0.136265872,0.223242611,0.264992012,0.237643728,N
0.25411043,0.282188388,0.253397833,0.251855091,0.202841959,0.315025723,0.22291878,0.292401698,N
0.210676021,0.199615683,0.209921928,0.174354901,0.13684459,0.256431015,0.302424808,0.228736076,N
0.238514044,0.242252218,0.237786547,0.213922123,0.184414697,0.28894893,0.243009737,0.260814928,N
0.218798627,0.201387921,0.218052295,0.175610994,0.140761346,0.228116414,0.282824835,0.23021028,N
0.354487138,0.31186866,0.353870437,0.103449534,0.750961225,0.256507406,0.71192811,0.390019779,N
0.238029439,0.236136014,0.237301479,0.146577983,0.636460047,0.485143069,0.530889314,0.257657359,N
0.171817663,0.19354513,0.171026447,0.129659323,0.520799792,0.412138562,0.478183176,0.2027127,N
0.145899242,0.170366431,0.145083264,0.116671279,0.447832175,0.344600005,0.470433494,0.179735335,N
0.609214317,0.53067893,0.608840974,0.351845386,0.757161016,0.526850711,0.481080145,0.629765801,N
0.21210574,0.281763887,0.211353014,0.166775173,0.526375787,0.362975897,0.663389925,0.304724892,N
0.102092908,0.149990488,0.10123508,0.087721086,0.321191883,0.242995492,0.636896675,0.157650355,N
0.097015916,0.124523541,0.096153237,0.062563241,0.355068504,0.174385105,0.636026404,0.13503556,N
0.126153466,0.1678667,0.125318623,0.107918197,0.343676327,0.263944537,0.480678914,0.173036996,N
0.286016251,0.288971146,0.285334136,0.204492868,0.657595355,0.514392022,0.411220945,0.309739567,N
0.50162729,0.45979382,0.501151162,0.349286155,0.636237108,0.551157452,0.352986502,0.507105002,N
0.493548152,0.458361081,0.493064306,0.366397866,0.618754859,0.540577612,0.310521251,0.502095611,N
0.670720059,0.563061833,0.670405477,0.389343803,0.511467588,0.343505371,0.42516358,0.67711107,N
0.245157946,0.36361142,0.244436796,0.265149158,0.433561166,0.407704414,0.511179643,0.368123058,N
0.252918222,0.280807336,0.252204487,0.144112815,0.578727884,0.314586851,0.673703216,0.319356786,N
0.115439844,0.144729562,0.114594766,0.077385773,0.322012421,0.167998718,0.563706694,0.156786816,N
